image_id,x,y,w,h,confidence,file_path,ID
136,257,202,15,37,0.9961866736412048,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0136_pedestrian_3.png,-1
137,497,219,30,80,0.9993209838867188,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0137_pedestrian_0.png,-1
137,477,207,18,50,0.998511016368866,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0137_pedestrian_1.png,-1
137,530,210,26,75,0.9988429546356201,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0137_pedestrian_2.png,-1
137,256,199,13,31,0.9951247572898865,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0137_pedestrian_3.png,-1
138,533,209,26,76,0.9986251592636108,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0138_pedestrian_0.png,-1
138,497,218,30,79,0.9988096952438354,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0138_pedestrian_1.png,-1
138,480,206,18,49,0.997052788734436,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0138_pedestrian_2.png,-1
138,257,193,14,32,0.9962074756622314,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0138_pedestrian_3.png,-1
139,535,209,26,78,0.9990906715393066,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0139_pedestrian_0.png,-1
139,496,218,29,75,0.9990424513816833,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0139_pedestrian_1.png,-1
139,481,207,18,51,0.9975380897521973,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0139_pedestrian_2.png,-1
140,538,207,28,76,0.9993927478790283,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0140_pedestrian_0.png,-1
140,499,217,29,74,0.9990009665489197,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0140_pedestrian_1.png,-1
140,482,204,18,51,0.9984886646270752,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0140_pedestrian_2.png,-1
141,540,206,29,75,0.9993939399719238,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0141_pedestrian_0.png,-1
141,496,212,25,69,0.9985791444778442,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0141_pedestrian_1.png,-1
141,482,202,18,51,0.9975818395614624,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0141_pedestrian_2.png,-1
141,265,196,12,30,0.9962800145149231,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0141_pedestrian_3.png,-1
142,502,216,27,75,0.9989691972732544,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0142_pedestrian_0.png,-1
142,540,206,27,76,0.9986652135848999,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0142_pedestrian_1.png,-1
142,484,206,19,58,0.9977774024009705,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0142_pedestrian_2.png,-1
142,262,194,14,32,0.9979421496391296,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0142_pedestrian_3.png,-1
143,504,214,27,75,0.9989984631538391,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0143_pedestrian_0.png,-1
143,541,205,28,77,0.9983317255973816,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0143_pedestrian_1.png,-1
143,486,203,19,56,0.996795117855072,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0143_pedestrian_2.png,-1
143,263,195,14,32,0.996597945690155,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0143_pedestrian_3.png,-1
144,504,216,28,74,0.9993342757225037,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0144_pedestrian_0.png,-1
144,487,206,20,60,0.9971956014633179,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0144_pedestrian_1.png,-1
145,506,216,27,76,0.9990247488021851,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0145_pedestrian_0.png,-1
145,482,201,18,52,0.9981921315193176,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0145_pedestrian_1.png,-1
145,53,242,41,102,0.9983845949172974,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0145_pedestrian_2.png,-1
145,549,208,26,72,0.9968594312667847,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0145_pedestrian_3.png,-1
146,506,217,27,77,0.9986704587936401,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0146_pedestrian_0.png,-1
146,482,205,20,55,0.9979458451271057,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0146_pedestrian_1.png,-1
146,50,244,40,95,0.9982082843780518,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0146_pedestrian_2.png,-1
147,44,245,35,95,0.9986224174499512,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0147_pedestrian_0.png,-1
147,60,243,43,100,0.997927188873291,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0147_pedestrian_1.png,-1
147,508,217,27,75,0.9964740872383118,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0147_pedestrian_2.png,-1
148,31,247,35,97,0.9993744492530823,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0148_pedestrian_0.png,-1
148,558,210,29,80,0.9971635937690735,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0148_pedestrian_1.png,-1
148,57,240,44,106,0.9988325238227844,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0148_pedestrian_2.png,-1
148,508,216,28,73,0.9952191710472107,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0148_pedestrian_3.png,-1
149,29,248,36,101,0.9990310668945312,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0149_pedestrian_0.png,-1
149,563,210,29,82,0.9977103471755981,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0149_pedestrian_1.png,-1
149,550,207,27,74,0.9969080090522766,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0149_pedestrian_2.png,-1
149,62,241,45,104,0.998325765132904,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0149_pedestrian_3.png,-1
150,547,205,25,67,0.9985700845718384,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0150_pedestrian_0.png,-1
150,568,209,29,82,0.996231734752655,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0150_pedestrian_1.png,-1
150,520,216,29,78,0.9966009259223938,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0150_pedestrian_2.png,-1
151,548,207,25,68,0.9982185959815979,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0151_pedestrian_0.png,-1
151,521,216,30,79,0.9983135461807251,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0151_pedestrian_1.png,-1
151,569,208,29,81,0.9957348704338074,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0151_pedestrian_2.png,-1
152,550,204,24,65,0.9983324408531189,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0152_pedestrian_0.png,-1
152,571,206,26,76,0.996931791305542,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0152_pedestrian_1.png,-1
152,523,216,30,80,0.9988011121749878,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0152_pedestrian_2.png,-1
153,552,201,24,65,0.9975651502609253,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0153_pedestrian_0.png,-1
153,571,207,27,77,0.9980535507202148,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0153_pedestrian_1.png,-1
153,524,213,26,77,0.9980593323707581,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0153_pedestrian_2.png,-1
154,572,206,28,79,0.9982659220695496,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0154_pedestrian_0.png,-1
154,550,200,24,62,0.9974193572998047,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0154_pedestrian_1.png,-1
154,525,213,25,76,0.9970959424972534,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0154_pedestrian_2.png,-1
154,282,199,14,40,0.9950706958770752,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0154_pedestrian_3.png,-1
154,269,196,14,41,0.9970147609710693,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0154_pedestrian_4.png,-1
155,551,200,24,63,0.9971569776535034,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0155_pedestrian_0.png,-1
155,576,206,30,81,0.9965692758560181,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0155_pedestrian_1.png,-1
155,525,212,26,76,0.996932864189148,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0155_pedestrian_2.png,-1
156,553,200,25,63,0.9971407651901245,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0156_pedestrian_0.png,-1
156,468,199,19,54,0.9952213168144226,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0156_pedestrian_1.png,-1
157,553,201,26,66,0.9972630739212036,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0157_pedestrian_0.png,-1
157,577,206,31,80,0.996249258518219,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0157_pedestrian_1.png,-1
159,553,202,28,70,0.9969697594642639,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0159_pedestrian_0.png,-1
160,571,206,30,78,0.9979093670845032,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0160_pedestrian_0.png,-1
161,469,200,17,48,0.996260941028595,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0161_pedestrian_0.png,-1
161,480,201,19,53,0.9952682852745056,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0161_pedestrian_1.png,-1
162,570,207,32,86,0.9968269467353821,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0162_pedestrian_0.png,-1
162,484,202,22,61,0.9963215589523315,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0162_pedestrian_1.png,-1
162,509,212,28,77,0.9964861869812012,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0162_pedestrian_2.png,-1
163,484,200,21,57,0.9969791173934937,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0163_pedestrian_0.png,-1
163,566,206,31,87,0.9958117008209229,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0163_pedestrian_1.png,-1
163,506,212,28,77,0.9972526431083679,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0163_pedestrian_2.png,-1
164,482,200,21,58,0.9991409778594971,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0164_pedestrian_0.png,-1
164,504,212,29,77,0.9975528120994568,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0164_pedestrian_1.png,-1
164,460,201,17,49,0.9966633915901184,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0164_pedestrian_2.png,-1
164,566,207,30,87,0.9958826303482056,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0164_pedestrian_3.png,-1
164,318,200,17,44,0.9955635070800781,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0164_pedestrian_4.png,-1
165,477,200,22,57,0.9980150461196899,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0165_pedestrian_0.png,-1
165,500,213,29,77,0.9983407258987427,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0165_pedestrian_1.png,-1
165,315,199,21,46,0.9950266480445862,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0165_pedestrian_2.png,-1
166,496,213,29,79,0.999062716960907,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0166_pedestrian_0.png,-1
166,478,200,23,62,0.9976229071617126,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0166_pedestrian_1.png,-1
167,475,200,21,54,0.9973425269126892,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0167_pedestrian_0.png,-1
167,309,207,27,65,0.9963974356651306,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0167_pedestrian_1.png,-1
169,551,207,34,87,0.9958468079566956,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0169_pedestrian_0.png,-1
170,471,209,27,71,0.997218132019043,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0170_pedestrian_0.png,-1
170,403,196,20,52,0.9976669549942017,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0170_pedestrian_1.png,-1
170,421,202,24,65,0.9951972365379333,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0170_pedestrian_2.png,-1
171,401,196,18,46,0.9983008503913879,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0171_pedestrian_0.png,-1
171,543,206,35,89,0.9962931275367737,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0171_pedestrian_1.png,-1
171,426,202,18,49,0.9953582882881165,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0171_pedestrian_2.png,-1
171,267,194,14,33,0.9967634677886963,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0171_pedestrian_3.png,-1
171,287,208,26,65,0.9959359169006348,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0171_pedestrian_4.png,-1
172,468,207,24,61,0.9955090284347534,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0172_pedestrian_0.png,-1
172,404,195,16,41,0.9964624047279358,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0172_pedestrian_1.png,-1
172,261,198,14,34,0.9966310858726501,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0172_pedestrian_2.png,-1
173,541,203,31,85,0.9970146417617798,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0173_pedestrian_0.png,-1
174,536,207,33,89,0.99835205078125,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0174_pedestrian_0.png,-1
175,539,205,34,91,0.9987700581550598,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0175_pedestrian_0.png,-1
175,462,206,26,69,0.9965470433235168,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0175_pedestrian_1.png,-1
175,424,200,18,49,0.9954450130462646,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0175_pedestrian_2.png,-1
176,538,206,34,91,0.9990873336791992,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0176_pedestrian_0.png,-1
176,467,203,22,58,0.9977937936782837,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0176_pedestrian_1.png,-1
176,413,200,19,54,0.9957542419433594,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0176_pedestrian_2.png,-1
177,538,205,36,94,0.9992902278900146,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0177_pedestrian_0.png,-1
177,404,194,17,43,0.996161699295044,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0177_pedestrian_1.png,-1
177,460,207,26,66,0.9963045120239258,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0177_pedestrian_2.png,-1
177,279,208,31,65,0.998252809047699,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0177_pedestrian_3.png,-1
177,251,194,15,36,0.9973624348640442,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0177_pedestrian_4.png,-1
178,539,204,36,95,0.9991105198860168,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0178_pedestrian_0.png,-1
179,538,205,35,94,0.9993312358856201,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0179_pedestrian_0.png,-1
179,468,195,17,48,0.9964271187782288,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0179_pedestrian_1.png,-1
179,277,207,32,70,0.9970974922180176,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0179_pedestrian_2.png,-1
179,457,206,27,72,0.9957808256149292,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0179_pedestrian_3.png,-1
180,538,200,35,92,0.9982430934906006,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0180_pedestrian_0.png,-1
180,279,201,30,67,0.9960119724273682,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0180_pedestrian_1.png,-1
182,539,200,36,97,0.9982753992080688,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0182_pedestrian_0.png,-1
182,458,196,24,63,0.995110809803009,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0182_pedestrian_1.png,-1
183,539,199,36,99,0.9988319277763367,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0183_pedestrian_0.png,-1
183,462,193,22,57,0.9963327646255493,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0183_pedestrian_1.png,-1
184,461,193,21,58,0.9982467889785767,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0184_pedestrian_0.png,-1
184,539,199,37,101,0.998637855052948,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0184_pedestrian_1.png,-1
185,464,192,21,57,0.9980733394622803,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0185_pedestrian_0.png,-1
185,540,197,34,94,0.9975244402885437,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0185_pedestrian_1.png,-1
186,460,197,24,65,0.9976189732551575,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0186_pedestrian_0.png,-1
186,541,199,36,100,0.9969922304153442,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0186_pedestrian_1.png,-1
186,405,188,17,51,0.995604395866394,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0186_pedestrian_2.png,-1
187,458,198,27,71,0.9968354105949402,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0187_pedestrian_0.png,-1
187,542,197,36,98,0.9963233470916748,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0187_pedestrian_1.png,-1
188,543,200,36,101,0.9968546628952026,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0188_pedestrian_0.png,-1
188,454,199,26,70,0.9964519739151001,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0188_pedestrian_1.png,-1
189,457,199,25,67,0.9973856806755066,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0189_pedestrian_0.png,-1
189,544,202,38,103,0.9972450733184814,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0189_pedestrian_1.png,-1
190,459,197,24,64,0.9970192909240723,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0190_pedestrian_0.png,-1
190,545,203,37,103,0.9969823956489563,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0190_pedestrian_1.png,-1
190,411,192,18,49,0.995512068271637,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0190_pedestrian_2.png,-1
191,454,200,26,70,0.9973222613334656,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0191_pedestrian_0.png,-1
191,545,204,37,107,0.9969798922538757,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0191_pedestrian_1.png,-1
191,410,192,18,54,0.9959927797317505,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0191_pedestrian_2.png,-1
192,546,204,37,107,0.9962058067321777,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0192_pedestrian_0.png,-1
193,453,199,25,75,0.9955959916114807,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0193_pedestrian_0.png,-1
194,453,199,25,71,0.9970699548721313,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0194_pedestrian_0.png,-1
199,468,201,23,65,0.9971567392349243,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0199_pedestrian_0.png,-1
202,571,220,39,108,0.9992434978485107,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0202_pedestrian_0.png,-1
202,462,216,28,72,0.9973425269126892,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0202_pedestrian_1.png,-1
202,470,206,23,63,0.9960570335388184,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0202_pedestrian_2.png,-1
202,399,201,15,39,0.9987233281135559,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0202_pedestrian_3.png,-1
203,579,220,38,108,0.9989330172538757,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0203_pedestrian_0.png,-1
203,464,220,28,70,0.9966117739677429,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0203_pedestrian_1.png,-1
203,469,205,21,57,0.9958600401878357,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0203_pedestrian_2.png,-1
203,396,205,16,43,0.998387336730957,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0203_pedestrian_3.png,-1
206,397,211,16,41,0.9952930808067322,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0206_pedestrian_0.png,-1
208,422,211,21,56,0.9963938593864441,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0208_pedestrian_0.png,-1
208,408,210,23,60,0.9969562292098999,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0208_pedestrian_1.png,-1
210,473,208,20,54,0.9974913597106934,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0210_pedestrian_0.png,-1
211,471,210,18,49,0.9977689981460571,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0211_pedestrian_0.png,-1
212,529,209,21,56,0.9967038035392761,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0212_pedestrian_0.png,-1
212,478,207,17,49,0.9984109401702881,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0212_pedestrian_1.png,-1
212,498,218,25,66,0.9959883093833923,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0212_pedestrian_2.png,-1
213,482,208,19,52,0.9986351132392883,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0213_pedestrian_0.png,-1
213,532,210,18,53,0.9960579872131348,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0213_pedestrian_1.png,-1
214,482,206,18,50,0.9981197714805603,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0214_pedestrian_0.png,-1
214,533,209,19,53,0.9965353012084961,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0214_pedestrian_1.png,-1
219,652,243,47,144,0.995453953742981,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0219_pedestrian_0.png,-1
219,755,330,114,337,0.9970113039016724,/home/minoda/git/DLAV/project/milestone3/intermediates/yolov3_outputs/pedestrian_images/image_0219_pedestrian_1.png,-1
